Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,MIDDLE,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
bc5c9c18-8d5c-1315-3471-6e8f5c993647,1998-06-13,,999-16-5658,S99981574,X87644233X,Ms.,Cristie97,Tisha655,Moore224,,,,white,nonhispanic,F,West Concord  Massachusetts  US,389 Lemke Estate Suite 54,Amesbury,Massachusetts,Essex County,25009,01913,42.81105715318778,-70.94871020311571,7698.00,399506.23,9386
4a08a096-918f-60c3-72de-b65e936d4c20,1949-11-04,,999-23-3743,S99946589,X72647368X,Mr.,Marlon619,Chuck784,Runte676,,,M,white,nonhispanic,M,Naples  Campania  IT,481 Schmitt Dale Suite 69,Attleboro,Massachusetts,Bristol County,44007,02861,41.887159257608644,-71.295089120109,223180.70,650411.61,144162
1fab38c9-f370-4c80-317d-999129427346,1971-10-28,,999-59-3923,S99998343,X64140717X,Mrs.,Cori307,Madison727,Bogan287,,Kling921,M,white,nonhispanic,F,Cohasset  Massachusetts  US,951 Larkin Ramp,Maynard,Massachusetts,Middlesex County,25017,01754,42.42548575511047,-71.4366507439834,1109115.21,342889.32,91846
ec69d99e-b6d6-d65f-822d-00b1f0bfa5e5,1985-10-31,,999-51-5075,S99957099,X25683588X,Mrs.,Rosena550,Shawnna218,Veum823,,Littel644,M,white,nonhispanic,F,Wayland  Massachusetts  US,986 MacGyver Route Unit 82,Winchester,Massachusetts,Middlesex County,25017,01890,42.480682745387895,-71.10324196651062,52805.39,616874.31,274008
b9390655-02f0-ada3-263f-a26f949b381b,1970-09-24,,999-78-2737,S99946015,X82135247X,Mrs.,Talia631,Keila316,Cassin499,,Johnson679,M,white,nonhispanic,F,Boston  Massachusetts  US,720 Willms Throughway Unit 45,West Tisbury,Massachusetts,Dukes County,,00000,41.35099811753821,-70.61430839430109,240665.43,289972.00,129456
daf097b6-065c-e0d2-d3b6-776d322e5778,1953-03-05,2016-03-10,999-11-2773,S99922109,X60124257X,Mrs.,Corrine68,Elvira561,Jacobson885,,Franecki195,M,white,nonhispanic,F,Brockton  Massachusetts  US,791 Hilll Fort Apt 65,Orange,Massachusetts,Franklin County,25011,01364,42.6059412147991,-72.26217827496345,565830.65,150859.77,74369
766290a0-b546-a754-add2-7c9a016a694e,1966-03-31,,999-80-1711,S99917013,X44158665X,Mr.,Efren426,Hung902,Hermann103,,,D,white,nonhispanic,M,Newton  Massachusetts  US,403 Graham Crossing Unit 43,Boston,Massachusetts,Suffolk County,25025,02203,42.31776995222893,-71.02030475282717,66185.26,70151.06,87001
9544f6b2-e87e-31ef-56e3-6d0dc4ea1af5,1971-08-09,,999-94-2483,S99916121,X43745027X,Mrs.,Angelica442,Germaine912,Harvey63,,Rohan584,M,white,nonhispanic,F,Quincy  Massachusetts  US,639 Thompson Terrace,Woburn,Massachusetts,Middlesex County,25017,01801,42.49297910173257,-71.1459874101589,928813.64,753632.30,106092
f4eeb36d-0026-f657-58c7-70a72fcbb5fd,1965-02-08,,999-96-7018,S99934494,X68102408X,Mr.,Adam631,Lamont867,Bartoletti50,,,S,black,nonhispanic,M,Harwich  Massachusetts  US,187 Schmitt Port Suite 48,Wilbraham,Massachusetts,Hampden County,25013,01095,42.1779894798186,-72.41069412208783,365217.25,22660.04,113316
298a9f11-e80c-899d-b398-a5cfc36ee714,1992-04-16,,999-72-9964,S99988694,X24228631X,Mr.,Santo387,Ramiro608,Hammes673,,,M,black,nonhispanic,M,Fitchburg  Massachusetts  US,574 Little Alley,Lynn,Massachusetts,Essex County,25009,01906,42.50698170235343,-70.9172042695588,96495.92,86406.70,69775
83252458-8c2a-db21-c5f4-40a860a94197,2009-07-03,,999-62-1830,S99997883,,,Karena692,Tommye961,Lehner980,,,,white,nonhispanic,F,Arlington  Massachusetts  US,681 Kunde Grove Unit 44,Cambridge,Massachusetts,Middlesex County,25017,02138,42.35815381553517,-71.1923576341674,87437.46,508241.52,169329
a68fd1a9-7bb7-eee2-733b-b0dabbbd972f,1976-08-19,,999-20-3289,S99959463,X3213115X,Mr.,Joseph689,Jewell855,McGlynn426,,,M,white,nonhispanic,M,Cologne  North Rhine-Westphalia  DE,665 Schmeler Promenade,Quincy,Massachusetts,Norfolk County,25021,02170,42.342027539425985,-71.04699324888827,104431.47,9580.24,133399
f20b6581-36c3-f2ad-a8c2-548da731beea,1986-11-30,,999-10-7775,S99925022,X80770017X,Mr.,Wilson960,Edison640,Runte676,,,M,white,nonhispanic,M,Revere  Massachusetts  US,884 Renner Mission Suite 14,Hingham,Massachusetts,Plymouth County,25023,02043,42.231771644180775,-70.87869830480847,23870.09,98242.82,72571
1fa799ca-18c7-6584-4121-acb01438f303,2021-03-15,,999-98-2449,,,,Lamont867,Perry780,Gulgowski816,,,,black,nonhispanic,M,Watertown  Massachusetts  US,259 Fisher Union Unit 25,Boston,Massachusetts,Suffolk County,25025,02126,42.32284799256433,-71.11412762833751,10455.58,0.00,74184
db4d3181-fe2a-85a9-7c95-4bf3aa5cc060,1988-01-19,,999-44-3742,S99957015,X65712249X,Mr.,Stanton715,,Ledner144,,,M,white,nonhispanic,M,Chicopee  Massachusetts  US,116 Bechtelar Rapid Unit 37,Lincoln,Massachusetts,Middlesex County,,00000,42.395856346223745,-71.26888661335421,29906.75,690982.66,465836
a7366165-34ce-48bf-a703-fcb4d6fd0ce1,1947-11-03,2024-10-12,999-28-6986,S99943875,X67714985X,Mr.,Nathan164,Douglass930,Schaden604,,,D,asian,nonhispanic,M,Seoul  Seoul  KR,574 Waelchi Wall,Brockton,Massachusetts,Plymouth County,25023,02302,42.08295409279091,-71.03786248450474,43628.96,912239.52,19005
b10bc973-2d87-d457-1c49-0c93116fe2dd,1956-04-09,,999-82-8582,S99964231,X25071300X,Mrs.,Karri995,Bev675,Jacobson885,,Bernier607,M,white,nonhispanic,F,Weymouth  Massachusetts  US,807 Ernser Lodge,Lakeville,Massachusetts,Plymouth County,,00000,41.796697295285945,-70.95886771681307,171453.47,421678.73,49517
a5f80e27-9a6f-b6c8-3917-e4f9a7400dde,1981-05-25,,999-84-8015,S99988332,X1868754X,Mr.,Sheldon401,Courtney281,Denesik803,,,M,white,nonhispanic,M,Holyoke  Massachusetts  US,475 Murazik Trace Apt 11,Dunstable,Massachusetts,Middlesex County,,00000,42.63108359027913,-71.49916081469985,134064.18,682084.78,151000
56fb0684-2ec4-e35e-b3c0-36a3d6a53cfc,1953-03-05,,999-62-6335,S99943629,X65043495X,Mrs.,Marivel862,Stacia109,Jones311,,Connelly992,M,white,nonhispanic,F,Attleboro  Massachusetts  US,272 Toy Trace,Orange,Massachusetts,Franklin County,25011,01364,42.55925287599014,-72.29453854018693,791562.83,889966.42,74369
aa781093-bc80-18fb-634f-1d88dd5107fe,2023-07-29,,999-94-2072,,,,Crystal2,Adelle43,Wilderman619,,,,white,nonhispanic,F,South Dennis  Massachusetts  US,187 Schiller Parade Unit 70,Boston,Massachusetts,Suffolk County,25025,02210,42.35478031136532,-71.01894809100473,8393.72,0.00,56602
333a876a-6cda-911f-38f7-f84f24e977f3,1947-11-03,2002-02-19,999-95-9278,S99973300,X43109135X,Mr.,Cliff504,,Miller503,,,M,asian,nonhispanic,M,Seoul  Seoul  KR,189 Kemmer Divide Suite 67,Brockton,Massachusetts,Plymouth County,25023,02301,42.045229958373035,-71.00251949406372,14124.59,294745.36,19005
4d983e69-bf12-95a2-1d71-dfc1615371ec,1996-10-29,,999-97-6087,S99963125,X28581102X,Mrs.,Tracee120,,Schmitt836,,Grimes165,M,white,nonhispanic,F,New Bedford  Massachusetts  US,915 Cremin Mall,Brockton,Massachusetts,Plymouth County,25023,02351,42.0960804946654,-71.0162811459384,11063.27,267691.29,10208
891b997b-1fcf-a318-b365-0ac739562eda,2012-05-29,,999-41-3188,,,,Connie24,Roosevelt595,Labadie908,,,,white,nonhispanic,M,Southbridge  Massachusetts  US,433 Stroman Burg Suite 68,Freetown,Massachusetts,Bristol County,,00000,41.793869367150876,-70.99656090917978,62793.00,32223.71,93667
a7c69bf9-e075-f4c5-acc9-7079ece5fa97,2024-04-15,,999-15-8655,,,,Sade71,,Heller342,,,,black,nonhispanic,F,Yarmouth Port  Massachusetts  US,930 Gleason Mission Apt 24,Boston,Massachusetts,Suffolk County,25025,02113,42.39226179301268,-71.12312041566202,315.83,7053.42,12653
b46a6881-ad98-1674-ca76-36aa7513ddda,2021-12-02,,999-17-6373,,,,Tiffani287,Rosetta750,Gulgowski816,,,,white,nonhispanic,F,Monument Beach  Massachusetts  US,565 Tremblay Haven,Methuen,Massachusetts,Essex County,25009,01841,42.72128298002682,-71.2139095456293,11207.04,2818.25,68912
db60298f-7e8d-4810-1f24-6ebb3466f248,2001-03-04,,999-25-5609,S99930408,X74573091X,Mr.,Rafael239,Les282,Lesch175,,,,white,nonhispanic,M,Newton  Massachusetts  US,194 Jaskolski Divide,Randolph,Massachusetts,Norfolk County,25021,02368,42.16338088029295,-71.02234460276874,77891.00,14069.22,35627
8ef49f61-160f-a42c-39c3-f1bc7e74cc5d,1947-11-03,,999-28-9884,S99965424,X50211715X,Mr.,Lino542,Demarcus108,Thiel172,,,M,asian,nonhispanic,M,Busan  Busan  KR,150 Terry Bypass Suite 24,Brockton,Massachusetts,Plymouth County,25023,02301,42.06182778174783,-71.06750833211349,13969.53,294301.87,19005
b9c80936-5d77-4230-5013-276ab8252628,1974-06-15,,999-45-9851,S99945458,X24892608X,Mr.,Mickey576,Kirk871,Aufderhar910,,,M,white,nonhispanic,M,Groton  Massachusetts  US,601 Schaefer Route,Brockton,Massachusetts,Plymouth County,25023,02351,42.117517394031545,-71.0170247075397,58060.67,179017.09,137565
611a8e4d-c4fb-a300-2aac-706b9833c7a8,2007-04-20,,999-20-9632,S99966043,,Ms.,Erminia669,,Bauch723,,,,white,nonhispanic,F,New Bedford  Massachusetts  US,831 Cartwright Trace Unit 8,Chelsea,Massachusetts,Suffolk County,25017,02149,42.405467585334165,-71.03713147609389,3491.89,168575.98,3454
fe161f7c-46f0-ac81-f847-09414a8573f1,1989-08-06,,999-85-8902,S99910046,X1802822X,Mrs.,Lyn897,Oralee226,Howe413,,Lueilwitz711,M,asian,nonhispanic,F,Boston  Massachusetts  US,912 Collins Terrace,Medford,Massachusetts,Middlesex County,25017,02155,42.467712061856595,-71.05994480539508,499168.37,508517.78,55743
0a4cd271-69cc-f3db-fc04-5d590e343a63,1980-01-14,,999-35-9868,S99921509,X81074809X,Mrs.,Felicia295,Kristel938,Adams676,PhD,Maggio310,M,white,nonhispanic,F,Reading  Massachusetts  US,327 Stoltenberg Station Unit 68,Gardner,Massachusetts,Worcester County,25027,01440,42.60543111945192,-72.00118933671759,452051.77,696474.52,53500
9adb36c6-3370-73f1-04fe-afcb55f527ac,1994-04-28,,999-18-5329,S99939761,X35060774X,Ms.,Norine97,Laurence43,Turcotte120,,,S,white,nonhispanic,F,Dover  Massachusetts  US,946 Funk View,Haverhill,Massachusetts,Essex County,25009,01830,42.77562256587941,-71.0770843863766,155931.63,240465.27,37374
46c49a36-52ff-0cab-89e2-577f8da0f47e,2000-04-04,,999-59-2003,S99950852,X45737383X,Ms.,Nakia544,Andera917,Wisoky380,,,,other,nonhispanic,F,Revere  Massachusetts  US,808 Senger Overpass,Middleborough,Massachusetts,Plymouth County,,00000,41.8385612476869,-70.82679363958286,136596.01,311108.31,95827
cd4f4375-9e94-0618-9519-156712a40675,1948-01-10,,999-43-6728,S99932750,X33878889X,Mrs.,Dorotha379,Rima243,Konopelski743,,Mosciski958,M,white,nonhispanic,F,Northbridge  Massachusetts  US,211 Rath Wynd,Fall River,Massachusetts,Bristol County,25005,02724,41.68977987488983,-71.04840802548709,335854.71,1386327.78,53346
0de42fd3-a8e5-ae7f-887c-60cc4fe801fc,1971-11-08,,999-34-7831,S99996023,X89623840X,Ms.,Dalia295,Lindsy319,Connelly992,,,S,white,nonhispanic,F,East Falmouth  Massachusetts  US,341 Kovacek Passage Suite 45,Harwich,Massachusetts,Barnstable County,,00000,41.72106740775358,-70.06970567479368,565850.40,465316.84,36540
1d01b0ca-8ba1-5fc5-d700-7437ed73b9ab,1979-12-04,,999-65-3742,S99931107,X50179340X,Mr.,Eugene421,Johnson679,Mosciski958,,,M,white,nonhispanic,M,Boston  Massachusetts  US,491 Frami Dale,Canton,Massachusetts,Norfolk County,,00000,42.18607575928716,-71.10450893528827,10523.37,722186.88,4947
a645f0d9-993b-2e87-bace-2013b7b56544,2008-05-22,,999-95-1665,S99963771,,,Tula326,Rolande819,Herzog843,,,,white,nonhispanic,F,Clinton  Massachusetts  US,647 Kub Crossing Apt 25,Randolph,Massachusetts,Norfolk County,25021,02368,42.19077950670951,-71.0064984918728,3591.72,59799.29,17310
1dedb68b-a7b3-bfdf-0df9-d99e2fe4d25a,2010-09-22,,999-56-3824,,,,Henry768,Thurman577,Boyer713,,,,asian,nonhispanic,M,Milton  Massachusetts  US,532 Murphy Parade Unit 4,Medfield,Massachusetts,Norfolk County,25021,02052,42.22551587774172,-71.26674564928983,51052.90,402.68,141222
c3cc9cfc-8ceb-bbbd-df80-ff0b80b55836,1981-07-18,,999-40-6424,S99994306,X56812535X,Mrs.,Kassie598,Doria135,Torphy630,,Lesch175,M,white,nonhispanic,F,Warren  Massachusetts  US,977 Wilderman Hollow,Leicester,Massachusetts,Worcester County,,00000,42.22968141008371,-71.92744471429194,311250.88,107290.83,99360
a4a8b139-93c1-9e1e-4032-d5e5cd38b686,2011-10-04,,999-96-4736,,,,Genaro214,Weldon459,Marquardt819,,,,other,nonhispanic,M,Boston  Massachusetts  US,218 Gleason Junction Apt 78,Chicopee,Massachusetts,Hampden County,25013,01020,42.14071739258918,-72.55443218553914,35653.07,9811.57,57069
6391533b-2372-b6ff-01aa-21bfae6b7378,1962-10-24,1998-10-08,999-38-3602,S99918199,X26465450X,Mrs.,Lily490,Marcie463,Douglas31,,Harber290,M,white,nonhispanic,F,Worcester  Massachusetts  US,844 Lockman Run,Westborough,Massachusetts,Worcester County,25027,01581,42.297781338539764,-71.58797359203741,209701.20,909588.53,148472
41d368a3-d778-3644-e575-14c64e61656a,2010-04-29,,999-92-6916,,,,Gavin481,Ulysses632,Pollich983,,,,white,nonhispanic,M,East Falmouth  Massachusetts  US,1091 Lesch Ranch,Quincy,Massachusetts,Norfolk County,25021,02170,42.21235446235744,-70.98487613507261,5738.72,419986.88,10403
66517aa5-3cb8-88a0-e9d8-2cb6de7aba00,1991-05-01,,999-88-8977,S99946537,X63686996X,Mrs.,Latanya388,Taylor21,Harris789,,Quitzon246,M,white,nonhispanic,F,Rockland  Massachusetts  US,190 Gottlieb Terrace,Chesterfield,Massachusetts,Hampshire County,,00000,42.37409837116,-72.86169302559517,10274.99,478039.93,16470
b2c93256-8460-b363-5107-3b7b39c2f628,1998-05-26,,999-71-2563,S99971856,X4425319X,Mr.,Chad48,Xavier983,Torp761,,,,white,nonhispanic,M,Weymouth  Massachusetts  US,861 Abernathy Way,Gloucester,Massachusetts,Essex County,25009,01930,42.61685434431234,-70.69687497709586,65473.26,0.00,70210
288ba4b8-56da-b7e0-c16d-4ac111e41361,1921-01-10,,999-60-6581,S99942031,X23674993X,Mrs.,Pricilla716,Ellena683,D'Amore443,,Emmerich580,M,white,nonhispanic,F,Holyoke  Massachusetts  US,483 Leuschke Village,Fall River,Massachusetts,Bristol County,25005,02747,41.71602307441753,-71.18592669841843,98390.56,2142634.61,17962
5e672c91-92ea-85ba-dd3e-3fe725b98ca5,1985-01-01,,999-45-5842,S99953555,X28822364X,Mrs.,Bea654,Monique148,Lynch190,,Williamson769,D,white,nonhispanic,F,Boston  Massachusetts  US,256 Oberbrunner Fork Apt 14,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.49222984553769,-73.30656610910782,213315.91,1279368.20,31783
662aa708-12e3-d1ef-4d61-c5acd3e4d465,1962-10-24,,999-84-5488,S99956617,X54357925X,Ms.,Cecille691,Annett908,Schmeler639,,,S,white,nonhispanic,F,South Amherst  Massachusetts  US,958 Conroy Vista,Westborough,Massachusetts,Worcester County,25027,01581,42.23211683362626,-71.6272265410305,386795.06,493218.02,148472
04f5053a-c8dd-1c12-7427-4940877a3308,1993-06-16,,999-82-4410,S99912342,X5441778X,Mrs.,Lawrence741,Andrea7,Bogan287,,Rice937,M,white,nonhispanic,F,Fall River  Massachusetts  US,609 Maggio Pathway Apt 52,Waltham,Massachusetts,Middlesex County,25017,02472,42.399812214784035,-71.13270825529385,8080.54,388987.03,6469
6086191a-bb3f-eb18-1f5b-d421006ddd2e,1994-10-26,,999-66-2290,S99960675,X69076038X,Mrs.,Shawnna218,Peggy868,Keebler762,,Lynch190,M,white,nonhispanic,F,Watertown  Massachusetts  US,1043 Kuhlman Orchard,Amherst Center,Massachusetts,Hampshire County,,00000,42.35850458344891,-72.4697808276326,10342.08,671557.76,8963
9a217a24-3c4b-00fe-cca7-444850118a52,1975-12-14,,999-97-4894,S99931283,X26229247X,Mr.,Esteban536,Hugh686,Rempel203,,,S,hawaiian,nonhispanic,M,Randolph  Massachusetts  US,200 Jacobs Lodge,Medford,Massachusetts,Middlesex County,25017,02155,42.40960582661012,-71.10003911681473,19050.54,300445.40,2538
